App Name,Developer,Genre,In-app Purchases,Interactive Elements,Last Update,Minimum Age,Number of Installations,Number of Reviews,Offered By,Rating,Required Android Version,Size,Version,Min Price,Max Price,Age,Month,Day,Year,Min Downloads,Minimum Android Version,Interactive Element Score
ABC Kids - Tracing & Phonics,"Visit website
app_support@rvappstudios.com
Privacy Policy
848 N. Rainbow Blvd. #5467 Las Vegas, NV 89107",Education,$0 - $0 per item,No Interactive Elements,"['June', '19', '', '2020']","Rated for 3+
Learn More","10,000,000+",53408,RV AppStudios,4.4,4.1 and up,37.0,1.0,0.0,0.0,3,6,19,2020,10000000,4.1,0
R Wadiwala Backoffice,"Visit website
backoffice@rwadiwala.com
Privacy Policy
R Wadiwala Infotech 9/2003-4 Vishnu Priya Limda Chowk Main Road Surat. 395 003.",Finance,$0 - $0 per item,No Interactive Elements,"['January', '2', '', '2020']","Rated for 3+
Learn More","1,000+",88,R Wadiwala Business Development,4.3,4.4 and up,12.0,4.0,0.0,0.0,3,1,2,2020,1000,4.4,0
O'Reilly,"Visit website
support@oreilly.com
Privacy Policy
1005 Gravenstein Highway North Sebastopol, CA 95472 USA",Education,$0 - $0 per item,No Interactive Elements,"['June', '24', '', '2020']","Rated for 3+
Learn More","100,000+",10496,"O'Reilly Media, Inc.",4.5,Varies with device,-1.0,-1.0,0.0,0.0,3,6,24,2020,100000,-1,0
Champion dragon tournament: Z Warriors,"Visit website
bibozitogame@gmail.com
Privacy Policy",Casual,$0 - $0 per item,No Interactive Elements,"['December', '23', '', '2019']","Rated for 3+
Learn More","100,000+",3299,bibozito game,4.0,4.4 and up,101.0,1.0,0.0,0.0,3,12,23,2019,100000,4.4,0
S power planning,"sri-n.yuva@samsung.com
Privacy Policy",Tools,$0 - $0 per item,No Interactive Elements,"['December', '26', '', '2019']","Rated for 3+
Learn More","50,000,000+",6562,Samsung R&D Institute India Noida,4.2,Varies with device,-1.0,-1.0,0.0,0.0,3,12,26,2019,50000000,-1,0
S Secure,"sri-n.yuva@samsung.com
Privacy Policy",Tools,$0 - $0 per item,No Interactive Elements,"['December', '26', '', '2019']","Rated for 3+
Learn More","10,000,000+",8965,Samsung R&D Institute India Noida,3.9,Varies with device,-1.0,-1.0,0.0,0.0,3,12,26,2019,10000000,-1,0
Samsung Plus Mobile,"Visit website
splus.help@samsung.com
129, Samsung-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, 16677, Rep. of KOREA",Education,$0 - $0 per item,Users Interact,"['May', '27', '', '2020']","Rated for 3+
Learn More","100,000+",3090,"Samsung Electronics Co., Ltd.",4.5,7.0 and up,25.0,4.0,0.0,0.0,3,5,27,2020,100000,7.0,1
PMO India,"Visit website
developers@mygov.in
Privacy Policy
CEO office, MyGov 3rd Floor Electronics Niketan, 6, CGO Complex, Lodhi Road, New Delhi: 110003 Ministry of Communications & Information Technology (Government of India)",Social,$0 - $0 per item,Users Interact,"['July', '12', '', '2019']","Rated for 12+
Parental Guidance Recommended
Learn More","500,000+",4241,MyGovIndia,4.4,5.0 and up,6.3,2.0,0.0,0.0,12,7,12,2019,500000,5.0,1
YONO SBI: The Mobile Banking and Lifestyle App!,"Visit website
feedback.yono@sbi.co.in
Privacy Policy",Finance,$0 - $0 per item,No Interactive Elements,"['June', '22', '', '2020']","Rated for 3+
Learn More","50,000,000+",423924,State Bank of India,4.1,4.4 and up,24.0,1.0,0.0,0.0,3,6,22,2020,50000000,4.4,0
Tuning G-500: free ride,"sblazer90@mail.ru
Privacy Policy
Mytishchi",Racing,$0 - $0 per item,No Interactive Elements,"['June', '13', '', '2015']","Rated for 3+
Learn More","100,000+",1635,SBlazer,4.0,2.3 and up,34.0,0.0,0.0,0.0,3,6,13,2015,100000,2.3,0
B. Duck : CANDY SWEETS,"Visit website
biz@sblooming.com
Privacy Policy
#209-R231 288, Digital-ro, Guro-gu, Seoul, Republic of Korea, 08390",Puzzle,$0 - $0 per item,No Interactive Elements,"['July', '29', '', '2019']","Rated for 3+
Learn More","1,000+",80,Sblooming,4.6,4.0.3 and up,29.0,1.0,0.0,0.0,3,7,29,2019,1000,4.0.3,0
WWE Champions 2020,"Visit website
wwesupport@scopely.io
Privacy Policy
3530 Hayden Avenue Suite A Culver City, CA 90232",Role Playing,"₹39.00 - ₹26,000.00 per item","Users Interact, Digital Purchases","['June', '10', '', '2020']","Rated for 12+
Moderate Violence
Learn More","10,000,000+",350372,Scopely,3.8,4.4 and up,80.0,0.0,39.0,26000.0,12,6,10,2020,10000000,4.4,3
WHO - Live video chat & Match & Meet me,"Visit website
socialmatetechnologies@gmail.com
Privacy Policy
2120 University Ave Berkeley, CA 94704 United States",Social,"₹55.00 - ₹20,200.00 per item","Users Interact, Shares Location, Digital Purchases","['June', '19', '', '2020']","Rated for 18+
Learn More","10,000,000+",121218,Socialmate Technologies,4.1,5.0 and up,60.0,1.0,55.0,20200.0,18,6,19,2020,10000000,5.0,7
Samsung Music,"Visit website
noreply.sec@samsung.com
Privacy Policy
129, Samsung-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, 16677, Rep. of KOREA",Music & Audio,$0 - $0 per item,No Interactive Elements,"['June', '11', '', '2020']","Rated for 3+
Learn More","500,000,000+",531303,"Samsung Electronics Co., Ltd.",4.4,5.0 and up,24.0,16.0,0.0,0.0,3,6,11,2020,500000000,5.0,0
Samsung Internet Browser,"Visit website
noreply.sec@samsung.com
Privacy Policy
129, Samsung-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, 16677, Rep. of KOREA",Communication,$0 - $0 per item,"Users Interact, Unrestricted Internet","['June', '19', '', '2020']","Rated for 3+
Learn More","1,000,000,000+",1736632,"Samsung Electronics Co., Ltd.",4.5,Varies with device,-1.0,11.0,0.0,0.0,3,6,19,2020,1000000000,-1,6
X-VPN - Free Private VPN Proxy,"Visit website
support@xvpn.io
Privacy Policy
FLAT/RM A40, 9/F SILVERCORP INTERNATIONAL TOWER 707-713 NATHAN ROAD MONGKOK, KOWLOON HONG KONG",Tools,"₹520.00 - ₹6,200.00 per item",No Interactive Elements,"['June', '21', '', '2020']","Rated for 3+
Learn More","10,000,000+",166896,Free Connected Limited,4.1,4.1 and up,31.0,138.0,520.0,6200.0,3,6,21,2020,10000000,4.1,0
Hide 'N Seek!,"Visit website
support@supersonic.com
Privacy Policy
Menachem Begin 121, Tel Aviv",Action,₹190.00 per item,In-Game Purchases,"['June', '25', '', '2020']","Rated for 3+
Learn More","10,000,000+",49618,Supersonic Studios LTD,3.8,4.1 and up,43.0,1.0,190.0,190.0,3,6,25,2020,10000000,4.1,3
Tango - Live Video Broadcasts,"Visit website
support@tango.me
Privacy Policy
440 N Wolfe Rd, Suite EL265 Sunnyvale, CA 94085",Social,"₹52.33 - ₹26,000.00 per item","Users Interact, Shares Location, In-App Purchases","['June', '26', '', '2020']","Rated for 16+
Sex
Learn More","100,000,000+",3841817,Tango,4.4,5.0 and up,-1.0,6.0,52.33,26000.0,16,6,26,2020,100000000,5.0,8
Shazam: Discover songs & lyrics in seconds,"Visit website
support@apple.com
Privacy Policy
Apple Inc. One Apple Park Way Cupertino, CA 95014 USA",Music & Audio,$0 - $0 per item,No Interactive Elements,"['June', '23', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","100,000,000+",3788032,"Apple, Inc.",4.4,Varies with device,-1.0,-1.0,0.0,0.0,12,6,23,2020,100000000,-1,0
PicSay - Photo Editor,"Visit website
support@shinycore.com
Privacy Policy
Shinycore Software",Photography,$0 - $0 per item,No Interactive Elements,"['January', '13', '', '2017']","Rated for 3+
Learn More","10,000,000+",269055,Shinycore,4.1,Varies with device,-1.0,-1.0,0.0,0.0,3,1,13,2017,10000000,-1,0
X Video Downloader - Free Video Downloader 2020,"Visit website
shivaholicmobile@gmail.com
Privacy Policy",Video Players & Editors,$0 - $0 per item,No Interactive Elements,"['March', '20', '', '2020']","Rated for 3+
Learn More","5,000,000+",11725,Shivaholic Mobile,3.9,5.0 and up,5.5,5.0,0.0,0.0,3,3,20,2020,5000000,5.0,0
ShopClues: Online Shopping App,"Visit website
android@shopclues.com
Privacy Policy",Shopping,$0 - $0 per item,No Interactive Elements,"['June', '26', '', '2020']","Rated for 3+
Learn More","50,000,000+",563340,ShopClues,3.8,4.1 and up,15.0,3.0,0.0,0.0,3,6,26,2020,50000000,4.1,0
Tic Tac Toe : X and O,"Visit website
simpleappsandgames@gmail.com
Privacy Policy
Type 4B, I.E.T Campus, Sitapur Road Lucknow",Puzzle,$0 - $0 per item,No Interactive Elements,"['November', '4', '', '2017']","Rated for 3+
Learn More","10,000+",77,Appintu,4.1,Varies with device,-1.0,-1.0,0.0,0.0,3,11,4,2017,10000,-1,0
C Pattern Programs Free,"Visit website
info@softethics.com
Jabalpur,India",Education,$0 - $0 per item,No Interactive Elements,"['June', '6', '', '2020']","Rated for 3+
Learn More","100,000+",6935,Sumit Tiwari (SoftEthics),4.6,4.1 and up,9.3,8.0,0.0,0.0,3,6,6,2020,100000,4.1,0
"T전화 - 스팸차단, 녹음, 콜라 영상통화, 전화번호 검색, 로밍, baro(바로)","Visit website
T-phoneDL@sk.com
Privacy Policy
서울특별시 중구 을지로65(을지로2가) SK T-타워",Communication,$0 - $0 per item,No Interactive Elements,"['April', '13', '', '2020']","Rated for 3+
Learn More","10,000,000+",118651,SKTelecom,4.7,4.4 and up,69.0,9.0,0.0,0.0,3,4,13,2020,10000000,4.4,0
Skype - free IM & video calls,"Visit website
skypeuploader@googlemail.com
Privacy Policy
Skype Software S.à.r.l, 23 – 29 Rives de Clausen, L-2165 Luxembourg",Communication,$0 - $0 per item,"Users Interact, Shares Info","['June', '18', '', '2020']","Rated for 3+
Learn More","1,000,000,000+",11154068,Skype,4.3,Varies with device,-1.0,-1.0,0.0,0.0,3,6,18,2020,1000000000,-1,5
S Letter Status Video - S Name Video Status,"Visit website
shanikumarsagar97@gmail.com
Privacy Policy",Art & Design,$0 - $0 per item,No Interactive Elements,"['January', '31', '', '2020']","Rated for 3+
Learn More","10,000+",29,Sagar Zone,4.2,5.0 and up,5.5,1.0,0.0,0.0,3,1,31,2020,10000,5.0,0
Don't touch my phone: Motion alarm app,"Visit website
mobilesmartapp.solution@gmail.com
Privacy Policy
al. Jana Pawla II 80 Warszawa",Tools,₹39.00 per item,Digital Purchases,"['June', '2', '', '2020']","Rated for 3+
Learn More","10,000,000+",162694,tappaz.games,4.4,4.1 and up,8.8,1.0,39.0,39.0,3,6,2,2020,10000000,4.1,2
Snapchat,"Visit website
snapchat@snap.com
Privacy Policy
63 Market St. Venice CA, 90291",Social,$0 - $0 per item,"Users Interact, Shares Info, Digital Purchases","['June', '23', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","1,000,000,000+",22637075,Snap Inc,4.3,4.4 and up,61.0,10.0,0.0,0.0,12,6,23,2020,1000000000,4.4,7
Snapdeal Online Shopping App - Shop Online India,"Visit website
apphelp@snapdeal.com
Privacy Policy
Suite #181-TR4, First Floor of Sprout Box Suryavilas, D-181, Okhla Industrial Area Phase 1, New Delhi – 110020",Shopping,$0 - $0 per item,Users Interact,"['June', '24', '', '2020']","Rated for 3+
Learn More","100,000,000+",1852712,Snapdeal Private Limited,4.2,4.1 and up,16.0,7.0,0.0,0.0,3,6,24,2020,100000000,4.1,1
Megapolis: city building simulator. Urban strategy,"Visit website
androidsupport@socialquantum.com
Privacy Policy
Suite A, 19th Floor, Two Chinachem Plaza, No 68 Connaught Road Central, Hong Kong",Strategy,"₹54.29 - ₹8,200.00 per item",Digital Purchases,"['June', '3', '', '2020']","Rated for 3+
Learn More","50,000,000+",1425309,Social Quantum Ltd,4.4,4.4 and up,99.0,5.0,54.29,8200.0,3,6,3,2020,50000000,4.4,2
Man T-Shirt Suit Photo Editor,"Visit website
kayurbpatel27@gmail.com
Privacy Policy
3008, 3 Floor, Palladium Mall, Yogi Chowk, Puna, Surat - 395010",Photography,$0 - $0 per item,No Interactive Elements,"['June', '16', '', '2020']","Rated for 3+
Learn More","1,000,000+",2727,SoftSquare InfoSoft,3.8,5.1 and up,14.0,1.0,0.0,0.0,3,6,16,2020,1000000,5.1,0
Don't Touch My Phone,"Visit website
so2os.lab@gmail.com
Privacy Policy
Pakistan",Tools,$0 - $0 per item,No Interactive Elements,"['March', '22', '', '2020']","Rated for 3+
Learn More","100,000+",1430,SO LAB,4.8,4.1 and up,5.6,0.0,0.0,0.0,3,3,22,2020,100000,4.1,0
SoloLearn: Learn to Code for Free,"Visit website
info@sololearn.com
Privacy Policy
5020 Franklin Drive, Suite 100 Pleasanton, CA 94588",Education,"₹70.00 - ₹2,800.00 per item",Users Interact,"['June', '25', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","5,000,000+",467303,SoloLearn,4.7,4.1 and up,12.0,3.0,70.0,2800.0,12,6,25,2020,5000000,4.1,1
Learn C++,"Visit website
info@sololearn.com
Privacy Policy
5020 Franklin Drive, Suite 100 Pleasanton, CA 94588",Education,$0 - $0 per item,Users Interact,"['August', '15', '', '2019']","Rated for 3+
Learn More","1,000,000+",77389,SoloLearn,4.6,4.0.3 and up,6.2,4.0,0.0,0.0,3,8,15,2019,1000000,4.0.3,1
"SonyLIV: Originals, Hollywood,LIVE Sports,TV Shows","Visit website
feedbacksonyliv@setindia.com
Privacy Policy
Sony Pictures Networks India Pvt. Ltd, Interface 7, 4th Floor,Malad West- 400064",Entertainment,"₹10.00 - ₹2,300.00 per item",No Interactive Elements,"['June', '24', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","100,000,000+",1197321,Sony Pictures Networks India Pvt. Ltd,3.7,4.4 and up,26.0,5.0,10.0,2300.0,12,6,24,2020,100000000,4.4,0
صور حرف H مزخرفة 2018,"familysowarapps@gmail.com
Privacy Policy",Lifestyle,$0 - $0 per item,Users Interact,"['June', '26', '', '2018']","Rated for 3+
Learn More","100,000+",433,sowar,4.4,4.0.3 and up,8.4,12.0,0.0,0.0,3,6,26,2018,100000,4.0.3,1
صور حرف G مزخرفة رمزيات رومانسية متحرك 2019 دون نت,"Visit website
akramnabih17@gmail.com
Privacy Policy",Social,$0 - $0 per item,No Interactive Elements,"['November', '4', '', '2018']","Rated for 16+
Sex
Learn More","10,000+",46,Cadima Dove,4.3,4.0.3 and up,12.0,7.0,0.0,0.0,16,11,4,2018,10000,4.0.3,0
صور حرف N مزخرفة متحرك على شكل قلب 2019 دون انترنت,"Visit website
akramnabih17@gmail.com
Privacy Policy",Social,$0 - $0 per item,No Interactive Elements,"['November', '4', '', '2018']","Rated for 16+
Sex
Learn More","50,000+",215,Cadima Dove,4.3,4.0.3 and up,13.0,6.0,0.0,0.0,16,11,4,2018,50000,4.0.3,0
Vidyalankar V-Books,"Visit website
contact@spayee.com
Privacy Policy
H-108, Sector 63, Noida, Uttar Pradesh - 201301",Education,$0 - $0 per item,"Users Interact, Digital Purchases","['February', '11', '', '2020']","Rated for 3+
Learn More","10,000+",280,Spayee : Online Course Selling Platform,3.6,4.4 and up,21.0,2.0,0.0,0.0,3,2,11,2020,10000,4.4,3
"C Programming - Learn Code, Theory & Discuss","Visit website
spdroid.developer@gmail.com
Privacy Policy
Jalgaon, 425001, Maharashtra, India",Education,$0 - $0 per item,No Interactive Elements,"['December', '11', '', '2019']","Rated for 3+
Learn More","100,000+",3701,SPDroid,4.1,4.3 and up,6.1,3.0,0.0,0.0,3,12,11,2019,100000,4.3,0
Uphill Rush Water Park Racing,"Visit website
mobilegamessupport@azerion.com
Privacy Policy
Beechavenue 182 1119 PX Schiphol-Rijk",Racing,"₹10.00 - ₹4,800.00 per item",Digital Purchases,"['June', '26', '', '2020']","Rated for 3+
Learn More","50,000,000+",644924,Spil Games,4.1,4.2 and up,-1.0,4.0,10.0,4800.0,3,6,26,2020,50000000,4.2,2
"Spotify: Listen to new music, podcasts, and songs","Visit website
android-support@spotify.com
Privacy Policy
Spotify Ltd c/o Goodwille Ltd St James House 13 Kensington Square London W8 5HD Great Britain",Music & Audio,$0 - $0 per item,"Users Interact, Shares Info","['June', '26', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","500,000,000+",19138732,Spotify Ltd.,4.5,Varies with device,-1.0,-1.0,0.0,0.0,12,6,26,2020,500000000,-1,5
Vigo Video - Funny Short Video,"Visit website
feedback@vigovideo.net
Privacy Policy
10 ANSON ROAD #10-08 INTERNATIONAL PLAZA SINGAPORE",Social,"₹80.00 - ₹5,500.00 per item","Users Interact, Shares Location","['June', '22', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","100,000,000+",823985,Vigo Video,3.9,4.0.3 and up,74.0,9.0,80.0,5500.0,12,6,22,2020,100000000,4.0.3,5
HD Video Player - All format video player HD,"onestudioo892@gmail.com
Privacy Policy",Video Players & Editors,$0 - $0 per item,No Interactive Elements,"['May', '30', '', '2019']","Rated for 3+
Learn More","1,000,000+",19095,stormstudio,4.4,4.1 and up,5.8,1.0,0.0,0.0,3,5,30,2019,1000000,4.1,0
Grupo W JBN TV,"Visit website
info@jbntv.org
Privacy Policy
7791 NW 46ST Suite 327 Miami Fl 33166",Entertainment,$0 - $0 per item,No Interactive Elements,"['March', '22', '', '2019']","Rated for 3+
Learn More","5,000+",0,Streann Media,-1.0,4.1 and up,25.0,3.0,0.0,0.0,3,3,22,2019,5000,4.1,0
"Quik – Free Video Editor for photos, clips, music","Visit website
support@gopro.com
Privacy Policy
3000 Clearview Way, San Mateo, CA 94402",Video Players & Editors,$0 - $0 per item,Digital Purchases,"['July', '8', '', '2019']","Rated for 3+
Learn More","100,000,000+",1360504,GoPro,4.7,5.0 and up,99.0,5.0,0.0,0.0,3,7,8,2019,100000000,5.0,2
Sun NXT,"Visit website
contact@sunnxt.com
Privacy Policy",Entertainment,$0 - $0 per item,No Interactive Elements,"['June', '19', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","10,000,000+",203975,Sun TV Network Limited,3.8,Varies with device,-1.0,-1.0,0.0,0.0,12,6,19,2020,10000000,-1,0
Clash of Clans,"Visit website
gp-info@supercell.com
Privacy Policy
Itamerenkatu 11-13 00180 Helsinki Finland",Strategy,"₹79.00 - ₹7,900.00 per item","Users Interact, Digital Purchases","['June', '24', '', '2020']","Rated for 7+
Mild Violence
Learn More","500,000,000+",52836535,Supercell,4.5,4.1 and up,147.0,13.0,79.0,7900.0,7,6,24,2020,500000000,4.1,3
Hay Day,"Visit website
gp-info@supercell.com
Privacy Policy
Itamerenkatu 11-13 00180 Helsinki Finland",Casual,"₹79.00 - ₹7,900.00 per item","Users Interact, Digital Purchases","['April', '16', '', '2020']","Rated for 3+
Learn More","100,000,000+",11474288,Supercell,4.5,4.1 and up,124.0,146150.0,79.0,7900.0,3,4,16,2020,100000000,4.1,3
R-Programming,"Visit website
superdreamdotin@gmail.com",Education,$0 - $0 per item,No Interactive Elements,"['January', '26', '', '2019']","Rated for 3+
Learn More","10,000+",44,Super Dream,4.3,4.0 and up,2.3,1.0,0.0,0.0,3,1,26,2019,10000,4.0,0
X Browser Pro: Light & Mini - Super Fast,"Visit website
topspeedbrowser@gmail.com
Privacy Policy
Yogyakarta, Indonesia",Communication,$0 - $0 per item,"Users Interact, Unrestricted Internet, In-App Purchases","['March', '13', '', '2020']","Rated for 3+
Learn More","10,000+",104,Top Speed Browser: Light & Fast - Internet Browser,4.2,3.0 and up,3.6,7.0,0.0,0.0,3,3,13,2020,10000,3.0,9
J Balvin Songs 2020 Without internet,"mastersuperapps@yahoo.com
Privacy Policy",Music & Audio,$0 - $0 per item,No Interactive Elements,"['November', '20', '', '2019']","Rated for 16+
Strong Language
Learn More","5,000+",43,Super.Master.Apps,4.0,4.4 and up,41.0,1.0,0.0,0.0,16,11,20,2019,5000,4.4,0
"SuperProfs - CA, CS, CMA, B.Com Online Classes","Visit website
support@superprofs.com
Privacy Policy",Education,$0 - $0 per item,No Interactive Elements,"['April', '7', '', '2020']","Rated for 3+
Learn More","50,000+",146,SuperProfs,3.6,4.1 and up,6.4,2.0,0.0,0.0,3,4,7,2020,50000,4.1,0
PickU - Cutout Photo Editor & Background Eraser,"Visit website
support@pickucorp.com
Privacy Policy
1012 WX Amsterdam, Netherlands",Photography,"₹80.00 - ₹2,700.00 per item",No Interactive Elements,"['June', '24', '', '2020']","Rated for 3+
Learn More","10,000,000+",52290,PickU Corp,4.5,5.0 and up,30.0,2.0,80.0,2700.0,3,6,24,2020,10000000,5.0,0
P News,"Visit website
mdpurabtv@gmail.com",Entertainment,$0 - $0 per item,No Interactive Elements,"['September', '5', '', '2017']","Rated for 3+
Learn More","5,000+",88,ANNAPURNA TELECAST & TELEPORT PVT. LTD.,4.6,4.0.3 and up,1.8,1.0,0.0,0.0,3,9,5,2017,5000,4.0.3,0
N-Com Wizard,"Visit website
info@n-com.it
Privacy Policy",Communication,$0 - $0 per item,Users Interact,"['October', '24', '', '2019']","Rated for 3+
Learn More","50,000+",1099,Nolangroup s.p.a.,2.6,4.0 and up,3.9,2.0,0.0,0.0,3,10,24,2019,50000,4.0,1
Candy Makeup Beauty Game - Sweet Salon Makeover,"Visit website
support@tabtale.com
Privacy Policy
24 Raul Wallenberg, Ziv towers, Building D, Tel Aviv, Israel, 6971924.",Casual,₹56.00 - ₹282.20 per item,In-Game Purchases,"['September', '2', '', '2019']","Rated for 3+
Learn More","10,000,000+",142085,TabTale,3.7,4.4 and up,75.0,1.0,56.0,282.2,3,9,2,2019,10000000,4.4,3
U TakeMe,"utakeme.sea@gmail.com
Privacy Policy
1/1 Soi Ramkhamhaeng 89, Ramkhamhaeng Road, Huamark, Bangkapi, Bangkok. Thailand 10240",Entertainment,"₹490.00 - ₹9,500.00 per item","Users Interact, In-App Purchases","['May', '13', '', '2020']","Rated for 16+
Sex
Learn More","100,000+",416,SiamGlobal,4.4,4.4 and up,48.0,11.0,490.0,9500.0,16,5,13,2020,100000,4.4,4
